[2025-07-20 15:31:25] ============================================================
[2025-07-20 15:31:25] INACTIVE PLAYER IMAGE CLEANUP
[2025-07-20 15:31:25] ============================================================
[2025-07-20 15:31:25] 
1. Scanning player images...
[2025-07-20 15:31:25] Found 0 images in american_football
[2025-07-20 15:31:25] Found 0 images in australian_football
[2025-07-20 15:31:25] Found 1395 images in baseball
[2025-07-20 15:31:25] Found 937 images in basketball
[2025-07-20 15:31:25] Found 22 images in darts
[2025-07-20 15:31:25] Found 0 images in golf
[2025-07-20 15:31:25] Found 1335 images in ice_hockey
[2025-07-20 15:31:25] Found 1960 images in mma
[2025-07-20 15:31:25] Found 23 images in motorsport
[2025-07-20 15:31:25] Found 6419 images in soccer
[2025-07-20 15:31:25] Found 45 images in tennis
[2025-07-20 15:31:25] 
2. Processing each sport...
[2025-07-20 15:31:25] 
==================================================
[2025-07-20 15:31:25] CLEANING SPORT: baseball
[2025-07-20 15:31:25] ==================================================
[2025-07-20 15:31:25] ⚠️  BASEBALL player data not available in API-Sports
[2025-07-20 15:31:46] 🗑️  Deleted: caleb_martin.png (caleb_martin)
[2025-07-20 15:31:46] 🗑️  Deleted: daniel_gafford.png (daniel_gafford)
[2025-07-20 15:31:46] 🗑️  Deleted: danté_exum.png (danté_exum)
[2025-07-20 15:31:46] 🗑️  Deleted: dereck_lively_ii.png (dereck_lively_ii)
[2025-07-20 15:31:46] 🗑️  Deleted: dwight_powell.png (dwight_powell)
[2025-07-20 15:31:46] 🗑️  Deleted: jaden_hardy.png (jaden_hardy)
[2025-07-20 15:31:46] 🗑️  Deleted: jamarion_sharp.png (jamarion_sharp)
[2025-07-20 15:31:46] 🗑️  Deleted: jason_kidd.png (jason_kidd)
[2025-07-20 15:31:46] 🗑️  Deleted: kessler_edwards.png (kessler_edwards)
[2025-07-20 15:31:46] 🗑️  Deleted: klay_thompson.png (klay_thompson)
[2025-07-20 15:31:46] 🗑️  Deleted: kylor_kelley.png (kylor_kelley)
[2025-07-20 15:31:46] 🗑️  Deleted: kyrie_irving.png (kyrie_irving)
[2025-07-20 15:31:46] 🗑️  Deleted: max_christie.png (max_christie)
[2025-07-20 15:31:46] 🗑️  Deleted: naji_marshall.png (naji_marshall)
[2025-07-20 15:31:46] 🗑️  Deleted: olivier-maxence_prosper.png (olivier-maxence_prosper)
[2025-07-20 15:31:46] 🗑️  Deleted: pj_washington.png (pj_washington)
[2025-07-20 15:31:46] 🗑️  Deleted: spencer_dinwiddie.png (spencer_dinwiddie)
[2025-07-20 15:31:46] 🗑️  Deleted: arike_ogunbowale.png (arike_ogunbowale)
[2025-07-20 15:31:46] 🗑️  Deleted: crystal_dangerfield.png (crystal_dangerfield)
[2025-07-20 15:31:46] 🗑️  Deleted: dijonai_carrington.png (dijonai_carrington)
[2025-07-20 15:31:46] 🗑️  Deleted: paige_bueckers.png (paige_bueckers)
[2025-07-20 15:31:46] 🗑️  Deleted: teaira_mccowan.png (teaira_mccowan)
[2025-07-20 15:31:46] 🗑️  Deleted: aaron_gordon.png (aaron_gordon)
[2025-07-20 15:31:46] 🗑️  Deleted: christian_braun.png (christian_braun)
[2025-07-20 15:31:46] 🗑️  Deleted: dario_šarić.png (dario_šarić)
[2025-07-20 15:31:46] 🗑️  Deleted: david_adelman.png (david_adelman)
[2025-07-20 15:31:46] 🗑️  Deleted: deandre_jordan.png (deandre_jordan)
[2025-07-20 15:31:46] 🗑️  Deleted: hunter_tyson.png (hunter_tyson)
[2025-07-20 15:31:46] 🗑️  Deleted: jalen_pickett.png (jalen_pickett)
[2025-07-20 15:31:46] 🗑️  Deleted: jamal_murray.png (jamal_murray)
[2025-07-20 15:31:46] 🗑️  Deleted: julian_strawther.png (julian_strawther)
[2025-07-20 15:31:46] 🗑️  Deleted: michael_porter_jr..png (michael_porter_jr.)
[2025-07-20 15:31:46] 🗑️  Deleted: nikola_jokić.png (nikola_jokić)
[2025-07-20 15:31:46] 🗑️  Deleted: peyton_watson.png (peyton_watson)
[2025-07-20 15:31:46] 🗑️  Deleted: russell_westbrook.png (russell_westbrook)
[2025-07-20 15:31:47] 🗑️  Deleted: vlatko_čančar.png (vlatko_čančar)
[2025-07-20 15:31:47] 🗑️  Deleted: zeke_nnaji.png (zeke_nnaji)
[2025-07-20 15:31:47] 🗑️  Deleted: ausar_thompson.png (ausar_thompson)
[2025-07-20 15:31:47] 🗑️  Deleted: cade_cunningham.png (cade_cunningham)
[2025-07-20 15:31:47] 🗑️  Deleted: dennis_schröder.png (dennis_schröder)
[2025-07-20 15:31:47] 🗑️  Deleted: isaiah_stewart.png (isaiah_stewart)
[2025-07-20 15:31:47] 🗑️  Deleted: j.b._bickerstaff.png (j.b._bickerstaff)
[2025-07-20 15:31:47] 🗑️  Deleted: jaden_ivey.png (jaden_ivey)
[2025-07-20 15:31:47] 🗑️  Deleted: jalen_duren.png (jalen_duren)
[2025-07-20 15:31:47] 🗑️  Deleted: lamar_stevens.png (lamar_stevens)
[2025-07-20 15:31:47] 🗑️  Deleted: lindy_waters_iii.png (lindy_waters_iii)
[2025-07-20 15:31:47] 🗑️  Deleted: malik_beasley.png (malik_beasley)
[2025-07-20 15:31:47] 🗑️  Deleted: marcus_sasser.png (marcus_sasser)
[2025-07-20 15:31:47] 🗑️  Deleted: ron_holland.png (ron_holland)
[2025-07-20 15:31:47] 🗑️  Deleted: simone_fontecchio.png (simone_fontecchio)
[2025-07-20 15:31:47] 🗑️  Deleted: tim_hardaway_jr..png (tim_hardaway_jr.)
[2025-07-20 15:31:47] 🗑️  Deleted: tobias_harris.png (tobias_harris)
[2025-07-20 15:31:47] 🗑️  Deleted: tosan_evbuomwan.png (tosan_evbuomwan)
[2025-07-20 15:31:47] 🗑️  Deleted: troy_brown_jr..png (troy_brown_jr.)
[2025-07-20 15:31:47] 🗑️  Deleted: chimezie_metu.png (chimezie_metu)
[2025-07-20 15:31:47] 🗑️  Deleted: darío_brizuela.png (darío_brizuela)
[2025-07-20 15:31:47] 🗑️  Deleted: jabari_parker.png (jabari_parker)
[2025-07-20 15:31:47] 🗑️  Deleted: jan_veselý.png (jan_veselý)
[2025-07-20 15:31:47] 🗑️  Deleted: joan_peñarroya.png (joan_peñarroya)
[2025-07-20 15:31:47] 🗑️  Deleted: joel_parra.png (joel_parra)
[2025-07-20 15:31:47] 🗑️  Deleted: juan_núñez.png (juan_núñez)
[2025-07-20 15:31:47] 🗑️  Deleted: justin_anderson.png (justin_anderson)
[2025-07-20 15:31:47] 🗑️  Deleted: kevin_punter.png (kevin_punter)
[2025-07-20 15:31:47] 🗑️  Deleted: nicolás_laprovíttola.png (nicolás_laprovíttola)
[2025-07-20 15:31:47] 🗑️  Deleted: tomáš_satoranský.png (tomáš_satoranský)
[2025-07-20 15:31:47] 🗑️  Deleted: willy_hernangómez.png (willy_hernangómez)
[2025-07-20 15:31:47] 🗑️  Deleted: youssoupha_fall.png (youssoupha_fall)
[2025-07-20 15:31:47] 🗑️  Deleted: àlex_abrines.png (àlex_abrines)
[2025-07-20 15:31:47] 🗑️  Deleted: artūrs_žagars.png (artūrs_žagars)
[2025-07-20 15:31:47] 🗑️  Deleted: boban_marjanović.png (boban_marjanović)
[2025-07-20 15:31:47] 🗑️  Deleted: bonzie_colson.png (bonzie_colson)
[2025-07-20 15:31:47] 🗑️  Deleted: devin_booker.png (devin_booker)
[2025-07-20 15:31:47] 🗑️  Deleted: devon_hall.png (devon_hall)
[2025-07-20 15:31:47] 🗑️  Deleted: dyshawn_pierre.png (dyshawn_pierre)
[2025-07-20 15:31:47] 🗑️  Deleted: ekrem_sancakli.png (ekrem_sancakli)
[2025-07-20 15:31:47] 🗑️  Deleted: errick_mccollum.png (errick_mccollum)
[2025-07-20 15:31:47] 🗑️  Deleted: erten_gazi.png (erten_gazi)
[2025-07-20 15:31:47] 🗑️  Deleted: khem_birch.png (khem_birch)
[2025-07-20 15:31:47] 🗑️  Deleted: marko_gudurić.png (marko_gudurić)
[2025-07-20 15:31:47] 🗑️  Deleted: melih_mahmutoglu.png (melih_mahmutoglu)
[2025-07-20 15:31:47] 🗑️  Deleted: metecan_birsen.png (metecan_birsen)
[2025-07-20 15:31:47] 🗑️  Deleted: nicolò_melli.png (nicolò_melli)
[2025-07-20 15:31:47] 🗑️  Deleted: nigel_hayes-davis.png (nigel_hayes-davis)
[2025-07-20 15:31:47] 🗑️  Deleted: sarunas_jasikevicius.png (sarunas_jasikevicius)
[2025-07-20 15:31:47] 🗑️  Deleted: scottie_wilbekin.png (scottie_wilbekin)
[2025-07-20 15:31:47] 🗑️  Deleted: sertaç_şanlı.png (sertaç_şanlı)
[2025-07-20 15:31:47] 🗑️  Deleted: tarik_biberovic.png (tarik_biberovic)
[2025-07-20 15:31:47] 🗑️  Deleted: tonye_jekiri.png (tonye_jekiri)
[2025-07-20 15:31:47] 🗑️  Deleted: wade_baldwin_iv.png (wade_baldwin_iv)
[2025-07-20 15:31:47] 🗑️  Deleted: carla_leite.png (carla_leite)
[2025-07-20 15:31:47] 🗑️  Deleted: iliana_rupert.png (iliana_rupert)
[2025-07-20 15:31:47] 🗑️  Deleted: julie_vanloo.png (julie_vanloo)
[2025-07-20 15:31:47] 🗑️  Deleted: justė_jocytė.png (justė_jocytė)
[2025-07-20 15:31:47] 🗑️  Deleted: kate_martin.png (kate_martin)
[2025-07-20 15:31:47] 🗑️  Deleted: kayla_thornton.png (kayla_thornton)
[2025-07-20 15:31:47] 🗑️  Deleted: laeticia_amihere.png (laeticia_amihere)
[2025-07-20 15:31:47] 🗑️  Deleted: maría_conde.png (maría_conde)
[2025-07-20 15:31:47] 🗑️  Deleted: monique_billings.png (monique_billings)
[2025-07-20 15:31:47] 🗑️  Deleted: natalie_nakase.png (natalie_nakase)
[2025-07-20 15:31:47] 🗑️  Deleted: stephanie_talbot.png (stephanie_talbot)
[2025-07-20 15:31:47] 🗑️  Deleted: tiffany_hayes.png (tiffany_hayes)
[2025-07-20 15:31:47] 🗑️  Deleted: veronica_burton.png (veronica_burton)
[2025-07-20 15:31:47] 🗑️  Deleted: brandin_podziemski.png (brandin_podziemski)
[2025-07-20 15:31:47] 🗑️  Deleted: buddy_hield.png (buddy_hield)
[2025-07-20 15:31:47] 🗑️  Deleted: draymond_green.png (draymond_green)
[2025-07-20 15:31:47] 🗑️  Deleted: gary_payton_ii.png (gary_payton_ii)
[2025-07-20 15:31:47] 🗑️  Deleted: gui_santos.png (gui_santos)
[2025-07-20 15:31:47] 🗑️  Deleted: jackson_rowe.png (jackson_rowe)
[2025-07-20 15:31:47] 🗑️  Deleted: jimmy_butler.png (jimmy_butler)
[2025-07-20 15:31:47] 🗑️  Deleted: jonathan_kuminga.png (jonathan_kuminga)
[2025-07-20 15:31:47] 🗑️  Deleted: kevon_looney.png (kevon_looney)
[2025-07-20 15:31:47] 🗑️  Deleted: moses_moody.png (moses_moody)
[2025-07-20 15:31:47] 🗑️  Deleted: pat_spencer.png (pat_spencer)
[2025-07-20 15:31:47] 🗑️  Deleted: stephen_curry.png (stephen_curry)
[2025-07-20 15:31:47] 🗑️  Deleted: steve_kerr.png (steve_kerr)
[2025-07-20 15:31:47] 🗑️  Deleted: trayce_jackson-davis.png (trayce_jackson-davis)
[2025-07-20 15:31:47] 🗑️  Deleted: aaron_holiday.png (aaron_holiday)
[2025-07-20 15:31:47] 🗑️  Deleted: alperen_şengün.png (alperen_şengün)
[2025-07-20 15:31:47] 🗑️  Deleted: amen_thompson.png (amen_thompson)
[2025-07-20 15:31:47] 🗑️  Deleted: cam_whitmore.png (cam_whitmore)
[2025-07-20 15:31:47] 🗑️  Deleted: dillon_brooks.png (dillon_brooks)
[2025-07-20 15:31:47] 🗑️  Deleted: fred_vanvleet.png (fred_vanvleet)
[2025-07-20 15:31:47] 🗑️  Deleted: ime_udoka.png (ime_udoka)
[2025-07-20 15:31:47] 🗑️  Deleted: jabari_smith_jr..png (jabari_smith_jr.)
[2025-07-20 15:31:47] 🗑️  Deleted: jae'sean_tate.png (jae'sean_tate)
[2025-07-20 15:31:47] 🗑️  Deleted: jalen_green.png (jalen_green)
[2025-07-20 15:31:47] 🗑️  Deleted: jeff_green.png (jeff_green)
[2025-07-20 15:31:47] 🗑️  Deleted: jermaine_samuels.png (jermaine_samuels)
[2025-07-20 15:31:47] 🗑️  Deleted: jock_landale.png (jock_landale)
[2025-07-20 15:31:47] 🗑️  Deleted: nate_hinton.png (nate_hinton)
[2025-07-20 15:31:47] 🗑️  Deleted: nate_williams.png (nate_williams)
[2025-07-20 15:31:47] 🗑️  Deleted: steven_adams.png (steven_adams)
[2025-07-20 15:31:47] 🗑️  Deleted: tari_eason.png (tari_eason)
[2025-07-20 15:31:47] 🗑️  Deleted: aliyah_boston.png (aliyah_boston)
[2025-07-20 15:31:47] 🗑️  Deleted: caitlin_clark.png (caitlin_clark)
[2025-07-20 15:31:47] 🗑️  Deleted: dewanna_bonner.png (dewanna_bonner)
[2025-07-20 15:31:47] 🗑️  Deleted: kelsey_mitchell.png (kelsey_mitchell)
[2025-07-20 15:31:47] 🗑️  Deleted: kristy_wallace.png (kristy_wallace)
[2025-07-20 15:31:47] 🗑️  Deleted: lexie_hull.png (lexie_hull)
[2025-07-20 15:31:47] 🗑️  Deleted: natasha_howard.png (natasha_howard)
[2025-07-20 15:31:47] 🗑️  Deleted: sophie_cunningham.png (sophie_cunningham)
[2025-07-20 15:31:47] 🗑️  Deleted: stephanie_white.png (stephanie_white)
[2025-07-20 15:31:47] 🗑️  Deleted: aaron_nesmith.png (aaron_nesmith)
[2025-07-20 15:31:47] 🗑️  Deleted: andrew_nembhard.png (andrew_nembhard)
[2025-07-20 15:31:47] 🗑️  Deleted: bennedict_mathurin.png (bennedict_mathurin)
[2025-07-20 15:31:47] 🗑️  Deleted: ben_sheppard.png (ben_sheppard)
[2025-07-20 15:31:47] 🗑️  Deleted: cole_swider.png (cole_swider)
[2025-07-20 15:31:47] 🗑️  Deleted: isaiah_jackson.png (isaiah_jackson)
[2025-07-20 15:31:47] 🗑️  Deleted: james_johnson.png (james_johnson)
[2025-07-20 15:31:47] 🗑️  Deleted: james_wiseman.png (james_wiseman)
[2025-07-20 15:31:47] 🗑️  Deleted: jarace_walker.png (jarace_walker)
[2025-07-20 15:31:47] 🗑️  Deleted: kendall_brown.png (kendall_brown)
[2025-07-20 15:31:47] 🗑️  Deleted: myles_turner.png (myles_turner)
[2025-07-20 15:31:47] 🗑️  Deleted: obi_toppin.png (obi_toppin)
[2025-07-20 15:31:47] 🗑️  Deleted: pascal_siakam.png (pascal_siakam)
[2025-07-20 15:31:47] 🗑️  Deleted: quenton_jackson.png (quenton_jackson)
[2025-07-20 15:31:47] 🗑️  Deleted: rick_carlisle.png (rick_carlisle)
[2025-07-20 15:31:47] 🗑️  Deleted: t.j._mcconnell.png (t.j._mcconnell)
[2025-07-20 15:31:47] 🗑️  Deleted: thomas_bryant.png (thomas_bryant)
[2025-07-20 15:31:47] 🗑️  Deleted: tyrese_haliburton.png (tyrese_haliburton)
[2025-07-20 15:31:47] 🗑️  Deleted: branko_lazić.png (branko_lazić)
[2025-07-20 15:31:47] 🗑️  Deleted: dejan_davidovac.png (dejan_davidovac)
[2025-07-20 15:31:47] 🗑️  Deleted: filip_petrušev.png (filip_petrušev)
[2025-07-20 15:31:47] 🗑️  Deleted: ioannis_sfairopoulos.png (ioannis_sfairopoulos)
[2025-07-20 15:31:47] 🗑️  Deleted: isaiah_canaan.png (isaiah_canaan)
[2025-07-20 15:31:47] 🗑️  Deleted: javonte_smart.png (javonte_smart)
[2025-07-20 15:31:47] 🗑️  Deleted: john_brown.png (john_brown)
[2025-07-20 15:31:47] 🗑️  Deleted: marko_simonovic.png (marko_simonovic)
[2025-07-20 15:31:47] 🗑️  Deleted: mike_daum.png (mike_daum)
[2025-07-20 15:31:47] 🗑️  Deleted: mike_tobey.png (mike_tobey)
[2025-07-20 15:31:47] 🗑️  Deleted: miloš_teodosić.png (miloš_teodosić)
[2025-07-20 15:31:47] 🗑️  Deleted: nemanja_nedović.png (nemanja_nedović)
[2025-07-20 15:31:47] 🗑️  Deleted: nikola_kalinić.png (nikola_kalinić)
[2025-07-20 15:31:47] 🗑️  Deleted: ognjen_dobrić.png (ognjen_dobrić)
[2025-07-20 15:31:47] 🗑️  Deleted: rokas_giedraitis.png (rokas_giedraitis)
[2025-07-20 15:31:47] 🗑️  Deleted: yago_dos_santos.png (yago_dos_santos)
[2025-07-20 15:31:47] 🗑️  Deleted: aleksej_pokuševski.png (aleksej_pokuševski)
[2025-07-20 15:31:47] 🗑️  Deleted: carlik_jones.png (carlik_jones)
[2025-07-20 15:31:47] 🗑️  Deleted: frank_ntilikina.png (frank_ntilikina)
[2025-07-20 15:31:47] 🗑️  Deleted: gabriel_lundberg.png (gabriel_lundberg)
[2025-07-20 15:31:47] 🗑️  Deleted: isaac_bonga.png (isaac_bonga)
[2025-07-20 15:31:47] 🗑️  Deleted: james_nunnally.png (james_nunnally)
[2025-07-20 15:31:47] 🗑️  Deleted: mateusz_ponitka.png (mateusz_ponitka)
[2025-07-20 15:31:47] 🗑️  Deleted: pj_dozier.png (pj_dozier)
[2025-07-20 15:31:47] 🗑️  Deleted: sterling_brown.png (sterling_brown)
[2025-07-20 15:31:47] 🗑️  Deleted: vanja_marinković.png (vanja_marinković)
[2025-07-20 15:31:47] 🗑️  Deleted: željko_obradović.png (željko_obradović)
[2025-07-20 15:31:47] 🗑️  Deleted: a'ja_wilson.png (a'ja_wilson)
[2025-07-20 15:31:47] 🗑️  Deleted: becky_hammon.png (becky_hammon)
[2025-07-20 15:31:47] 🗑️  Deleted: chelsea_gray.png (chelsea_gray)
[2025-07-20 15:31:47] 🗑️  Deleted: jackie_young.png (jackie_young)
[2025-07-20 15:31:47] 🗑️  Deleted: jewell_loyd.png (jewell_loyd)
[2025-07-20 15:31:47] 🗑️  Deleted: megan_gustafson.png (megan_gustafson)
[2025-07-20 15:31:47] 🗑️  Deleted: amir_coffey.png (amir_coffey)
[2025-07-20 15:31:47] 🗑️  Deleted: ben_simmons.png (ben_simmons)
[2025-07-20 15:31:47] 🗑️  Deleted: derrick_jones_jr..png (derrick_jones_jr.)
[2025-07-20 15:31:47] 🗑️  Deleted: drew_eubanks.png (drew_eubanks)
[2025-07-20 15:31:47] 🗑️  Deleted: ivica_zubac.png (ivica_zubac)
[2025-07-20 15:31:47] 🗑️  Deleted: james_harden.png (james_harden)
[2025-07-20 15:31:47] 🗑️  Deleted: jordan_miller.png (jordan_miller)
[2025-07-20 15:31:47] 🗑️  Deleted: joshua_primo.png (joshua_primo)
[2025-07-20 15:31:47] 🗑️  Deleted: kai_jones.png (kai_jones)
[2025-07-20 15:31:47] 🗑️  Deleted: kawhi_leonard.png (kawhi_leonard)
[2025-07-20 15:31:47] 🗑️  Deleted: kobe_brown.png (kobe_brown)
[2025-07-20 15:31:47] 🗑️  Deleted: kris_dunn.png (kris_dunn)
[2025-07-20 15:31:47] 🗑️  Deleted: nicolas_batum.png (nicolas_batum)
[2025-07-20 15:31:47] 🗑️  Deleted: norman_powell.png (norman_powell)
[2025-07-20 15:31:47] 🗑️  Deleted: patty_mills.png (patty_mills)
[2025-07-20 15:31:47] 🗑️  Deleted: terance_mann.png (terance_mann)
[2025-07-20 15:31:47] 🗑️  Deleted: tyronn_lue.png (tyronn_lue)
[2025-07-20 15:31:47] 🗑️  Deleted: alex_len.png (alex_len)
[2025-07-20 15:31:47] 🗑️  Deleted: armel_traoré.png (armel_traoré)
[2025-07-20 15:31:47] 🗑️  Deleted: austin_reaves.png (austin_reaves)
[2025-07-20 15:31:47] 🗑️  Deleted: cam_reddish.png (cam_reddish)
[2025-07-20 15:31:47] 🗑️  Deleted: christian_koloko.png (christian_koloko)
[2025-07-20 15:31:47] 🗑️  Deleted: dalton_knecht.png (dalton_knecht)
[2025-07-20 15:31:47] 🗑️  Deleted: dorian_finney-smith.png (dorian_finney-smith)
[2025-07-20 15:31:47] 🗑️  Deleted: gabe_vincent.png (gabe_vincent)
[2025-07-20 15:31:47] 🗑️  Deleted: jarred_vanderbilt.png (jarred_vanderbilt)
[2025-07-20 15:31:47] 🗑️  Deleted: jaxson_hayes.png (jaxson_hayes)
[2025-07-20 15:31:47] 🗑️  Deleted: jj_redick.png (jj_redick)
[2025-07-20 15:31:47] 🗑️  Deleted: jordan_goodwin.png (jordan_goodwin)
[2025-07-20 15:31:47] 🗑️  Deleted: lebron_james.png (lebron_james)
[2025-07-20 15:31:47] 🗑️  Deleted: luka_dončić.png (luka_dončić)
[2025-07-20 15:31:47] 🗑️  Deleted: markieff_morris.png (markieff_morris)
[2025-07-20 15:31:47] 🗑️  Deleted: maxi_kleber.png (maxi_kleber)
[2025-07-20 15:31:47] 🗑️  Deleted: rui_hachimura.png (rui_hachimura)
[2025-07-20 15:31:47] 🗑️  Deleted: shake_milton.png (shake_milton)
[2025-07-20 15:31:47] 🗑️  Deleted: trey_jemison.png (trey_jemison)
[2025-07-20 15:31:47] 🗑️  Deleted: aari_mcdonald.png (aari_mcdonald)
[2025-07-20 15:31:47] 🗑️  Deleted: azurá_stevens.png (azurá_stevens)
[2025-07-20 15:31:47] 🗑️  Deleted: cameron_brink.png (cameron_brink)
[2025-07-20 15:31:47] 🗑️  Deleted: dearica_hamby.png (dearica_hamby)
[2025-07-20 15:31:47] 🗑️  Deleted: julie_allemand.png (julie_allemand)
[2025-07-20 15:31:47] 🗑️  Deleted: kelsey_plum.png (kelsey_plum)
[2025-07-20 15:31:47] 🗑️  Deleted: lynne_roberts.png (lynne_roberts)
[2025-07-20 15:31:47] 🗑️  Deleted: odyssey_sims.png (odyssey_sims)
[2025-07-20 15:31:47] 🗑️  Deleted: rae_burrell.png (rae_burrell)
[2025-07-20 15:31:47] 🗑️  Deleted: rickea_jackson.png (rickea_jackson)
[2025-07-20 15:31:47] 🗑️  Deleted: admiral_schofield.png (admiral_schofield)
[2025-07-20 15:31:47] 🗑️  Deleted: charles_lombahe-kahudi.png (charles_lombahe-kahudi)
[2025-07-20 15:31:47] 🗑️  Deleted: deshaun_thomas.png (deshaun_thomas)
[2025-07-20 15:31:47] 🗑️  Deleted: edwin_jackson.png (edwin_jackson)
[2025-07-20 15:31:47] 🗑️  Deleted: frank_jackson.png (frank_jackson)
[2025-07-20 15:31:47] 🗑️  Deleted: joffrey_lauvergne.png (joffrey_lauvergne)
[2025-07-20 15:31:47] 🗑️  Deleted: john_egbunu.png (john_egbunu)
[2025-07-20 15:31:47] 🗑️  Deleted: mbaye_n'diaye.png (mbaye_n'diaye)
[2025-07-20 15:31:47] 🗑️  Deleted: mike_scott.png (mike_scott)
[2025-07-20 15:31:47] 🗑️  Deleted: nando_de_colo.png (nando_de_colo)
[2025-07-20 15:31:47] 🗑️  Deleted: neal_sako.png (neal_sako)
[2025-07-20 15:31:47] 🗑️  Deleted: paris_lee.png (paris_lee)
[2025-07-20 15:31:47] 🗑️  Deleted: shaquille_harrison.png (shaquille_harrison)
[2025-07-20 15:31:47] 🗑️  Deleted: tarik_black.png (tarik_black)
[2025-07-20 15:31:47] 🗑️  Deleted: théo_maledon.png (théo_maledon)
[2025-07-20 15:31:47] 🗑️  Deleted: alex_poythress.png (alex_poythress)
[2025-07-20 15:31:47] 🗑️  Deleted: darrun_hilliard.png (darrun_hilliard)
[2025-07-20 15:31:47] 🗑️  Deleted: james_webb_iii.png (james_webb_iii)
[2025-07-20 15:31:47] 🗑️  Deleted: jarell_martin.png (jarell_martin)
[2025-07-20 15:31:47] 🗑️  Deleted: jasiel_rivero.png (jasiel_rivero)
[2025-07-20 15:31:47] 🗑️  Deleted: jaylen_hoard.png (jaylen_hoard)
[2025-07-20 15:31:47] 🗑️  Deleted: joe_thomasson.png (joe_thomasson)
[2025-07-20 15:31:47] 🗑️  Deleted: john_dibartolomeo.png (john_dibartolomeo)
[2025-07-20 15:31:47] 🗑️  Deleted: marial_shayok.png (marial_shayok)
[2025-07-20 15:31:47] 🗑️  Deleted: rokas_jokubaitis.png (rokas_jokubaitis)
[2025-07-20 15:31:47] 🗑️  Deleted: roman_sorkin.png (roman_sorkin)
[2025-07-20 15:31:47] 🗑️  Deleted: saben_lee.png (saben_lee)
[2025-07-20 15:31:47] 🗑️  Deleted: tamir_blatt.png (tamir_blatt)
[2025-07-20 15:31:47] 🗑️  Deleted: brandon_clarke.png (brandon_clarke)
[2025-07-20 15:31:47] 🗑️  Deleted: desmond_bane.png (desmond_bane)
[2025-07-20 15:31:47] 🗑️  Deleted: gg_jackson.png (gg_jackson)
[2025-07-20 15:31:47] 🗑️  Deleted: jake_laravia.png (jake_laravia)
[2025-07-20 15:31:47] 🗑️  Deleted: jaren_jackson_jr..png (jaren_jackson_jr.)
[2025-07-20 15:31:47] 🗑️  Deleted: jaylen_wells.png (jaylen_wells)
[2025-07-20 15:31:47] 🗑️  Deleted: jay_huff.png (jay_huff)
[2025-07-20 15:31:47] 🗑️  Deleted: ja_morant.png (ja_morant)
[2025-07-20 15:31:47] 🗑️  Deleted: john_konchar.png (john_konchar)
[2025-07-20 15:31:47] 🗑️  Deleted: luke_kennard.png (luke_kennard)
[2025-07-20 15:31:47] 🗑️  Deleted: marcus_smart.png (marcus_smart)
[2025-07-20 15:31:47] 🗑️  Deleted: santi_aldama.png (santi_aldama)
[2025-07-20 15:31:47] 🗑️  Deleted: scotty_pippen_jr..png (scotty_pippen_jr.)
[2025-07-20 15:31:47] 🗑️  Deleted: tuomas_iisalo.png (tuomas_iisalo)
[2025-07-20 15:31:47] 🗑️  Deleted: vince_williams_jr..png (vince_williams_jr.)
[2025-07-20 15:31:47] 🗑️  Deleted: yuki_kawamura.png (yuki_kawamura)
[2025-07-20 15:31:47] 🗑️  Deleted: yuta_watanabe.png (yuta_watanabe)
[2025-07-20 15:31:47] 🗑️  Deleted: zach_edey.png (zach_edey)
[2025-07-20 15:31:47] 🗑️  Deleted: zyon_pullin.png (zyon_pullin)
[2025-07-20 15:31:47] 🗑️  Deleted: alec_burks.png (alec_burks)
[2025-07-20 15:31:47] 🗑️  Deleted: andrew_wiggins.png (andrew_wiggins)
[2025-07-20 15:31:47] 🗑️  Deleted: bam_adebayo.png (bam_adebayo)
[2025-07-20 15:31:47] 🗑️  Deleted: davion_mitchell.png (davion_mitchell)
[2025-07-20 15:31:47] 🗑️  Deleted: dru_smith.png (dru_smith)
[2025-07-20 15:31:47] 🗑️  Deleted: duncan_robinson.png (duncan_robinson)
[2025-07-20 15:31:47] 🗑️  Deleted: erik_spoelstra.png (erik_spoelstra)
[2025-07-20 15:31:47] 🗑️  Deleted: haywood_highsmith.png (haywood_highsmith)
[2025-07-20 15:31:47] 🗑️  Deleted: jaime_jaquez_jr..png (jaime_jaquez_jr.)
[2025-07-20 15:31:47] 🗑️  Deleted: josh_christopher.png (josh_christopher)
[2025-07-20 15:31:47] 🗑️  Deleted: kevin_love.png (kevin_love)
